fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
lexion.security.no_training_on_customer_data,lexion,Lexion,"Docusign, Inc.",security.no_training_on_customer_data,,not-found,,https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,"[""https://www.lexion.ai"", ""https://www.lexion.ai/products/security"", ""https://www.lexion.ai/legal"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Processing%20Agreement%20-%20Online%20Version%20%28as%20of%20May%202023%29.docx.pdf"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Subprocessors%20V.4_November.pdf""]",
lexion.security.pen_test,lexion,Lexion,"Docusign, Inc.",security.pen_test,yes,stated,"""Systems are tested for vulnerabilities""",https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,,
lexion.security.private_deployment,lexion,Lexion,"Docusign, Inc.",security.private_deployment,,not-found,,https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,"[""https://www.lexion.ai"", ""https://www.lexion.ai/products/security"", ""https://www.lexion.ai/legal"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Processing%20Agreement%20-%20Online%20Version%20%28as%20of%20May%202023%29.docx.pdf"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Subprocessors%20V.4_November.pdf""]",
lexion.security.retention_period,lexion,Lexion,"Docusign, Inc.",security.retention_period,30-day export/access after termination; then no retention obligation; DPA delete/return on termination/expiry/request,stated,"""After such thirty (30) day period, Lexion shall have no further obligation to retain any Customer Content""",https://www.lexion.ai/legal,http://web.archive.org/web/20260324040304/https://www.lexion.ai/legal,2026-09-06,2024-03-01,,
lexion.security.soc2,lexion,Lexion,"Docusign, Inc.",security.soc2,yes,stated,"""Lexion is SOC 2 Type II and ISO 27001 certified""",https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,,
lexion.security.soc2_type,lexion,Lexion,"Docusign, Inc.",security.soc2_type,Type II,stated,"""SOC 2 Type II""",https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,,
lexion.security.sso_saml,lexion,Lexion,"Docusign, Inc.",security.sso_saml,"yes; Microsoft AD, Google Suite, Okta, One Login",stated,"""integrates with Microsoft Active Directory, Google Suite, Okta, One Login""",https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,,
lexion.security.zero_retention,lexion,Lexion,"Docusign, Inc.",security.zero_retention,,not-found,,https://www.lexion.ai/products/security,http://web.archive.org/web/20251109052104/https://www.lexion.ai/products/security,2026-09-06,,"[""https://www.lexion.ai"", ""https://www.lexion.ai/products/security"", ""https://www.lexion.ai/legal"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Processing%20Agreement%20-%20Online%20Version%20%28as%20of%20May%202023%29.docx.pdf"", ""https://mk.lexion.ai/rs/811-OSW-403/images/Lexion%20Data%20Subprocessors%20V.4_November.pdf""]",
lexis-plus-ai.accuracy.claim,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),accuracy.claim,optimized for legal accuracy and grounds responses in LexisNexis sources,stated,"""optimized for legal accuracy""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.accuracy.method_published,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),accuracy.method_published,no,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://www.lexisnexis.com/en-us/about-us/ai.page""]",
lexis-plus-ai.contract.dpa_available,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.dpa_available,,not-found,,https://www.lexisnexis.com/en-us/terms/terms-and-conditions.page,,2026-09-06,,"[""https://www.lexisnexis.com/en-us/terms/terms-and-conditions.page"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://trust.lexisnexis.com""]",
lexis-plus-ai.contract.model_providers,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.model_providers,"[""OpenAI"", ""Google"", ""Anthropic""]",stated,"""Protégé General AI includes access to large language models from OpenAI, Google, and Anthropic.""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.contract.privacy_last_updated,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.privacy_last_updated,2026-05-14,stated,"""Last updated: 14 May 2026""",https://www.lexisnexis.com/en-us/terms/privacy-policy.page,https://web.archive.org/web/20241108033647/https://www.lexisnexis.com/en-us/terms/privacy-policy.page,2026-09-06,2026-05-14,,
lexis-plus-ai.contract.provider_data_use,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.provider_data_use,customer data not used to train public AI models or enhance AI performance for other customers,stated,"""customer data is never used to train its models""",https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information,,2026-09-06,,,
lexis-plus-ai.contract.subprocessors_published,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.subprocessors_published,yes,stated,"""Subprocessors list (English)""",https://www.lexisnexis.com/global/privacy/subprocessors.page,https://web.archive.org/web/20260123204135/https://www.lexisnexis.com/global/privacy/subprocessors.page,2026-09-06,,,
lexis-plus-ai.contract.terms_last_updated,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),contract.terms_last_updated,,not-found,,https://www.lexisnexis.com/en-us/terms/terms-and-conditions.page,,2026-09-06,,"[""https://www.lexisnexis.com/en-us/terms/terms-and-conditions.page"", ""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page""]",
lexis-plus-ai.pricing.free_trial,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.free_trial,yes,stated,"""Get your 2-day free trial""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.pricing.list_price,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.list_price,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://www.lexisnexis.com/en-us/products/lexis-plus-ai/pricing.page""]",
lexis-plus-ai.pricing.minimum_term,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.minimum_term,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://www.lexisnexis.com/en-us/products/lexis-plus-ai/pricing.page""]",
lexis-plus-ai.pricing.model,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.model,enterprise,stated,"""LexisNexis offers customized pricing tailored to individual needs.""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.pricing.published,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.published,no,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://www.lexisnexis.com/en-us/products/lexis-plus-ai/pricing.page""]",
lexis-plus-ai.pricing.seat_minimum,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),pricing.seat_minimum,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://www.lexisnexis.com/en-us/products/lexis-plus-ai/pricing.page""]",
lexis-plus-ai.security.data_residency,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.data_residency,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://trust.lexisnexis.com"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://www.lexisnexis.com/global/privacy/subprocessors.page"", ""https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information""]",
lexis-plus-ai.security.encryption_at_rest,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.encryption_at_rest,yes,stated,"""Data is encrypted both in transit and at rest.""",https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,,
lexis-plus-ai.security.hipaa,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.hipaa,yes,stated,"""HIPAA""",https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,,
lexis-plus-ai.security.iso27001,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.iso27001,yes,stated,"""ISO/IEC 27001""",https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,,
lexis-plus-ai.security.iso42001,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.iso42001,,not-found,,https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://trust.lexisnexis.com"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://www.lexisnexis.com/global/privacy/subprocessors.page"", ""https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information""]",
lexis-plus-ai.security.no_training_on_customer_data,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.no_training_on_customer_data,yes,stated,"""Customer data is not used to train public AI models.""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.security.private_deployment,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.private_deployment,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://trust.lexisnexis.com"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://www.lexisnexis.com/global/privacy/subprocessors.page"", ""https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information""]",
lexis-plus-ai.security.retention_period,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.retention_period,Vaults retained until deleted; non-Vault uploads purged end of session; Vault results retained 90 days,stated,"""Results from Protégé Vault are retained for 90 days""",https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,,
lexis-plus-ai.security.soc2,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.soc2,yes,stated,"""SOC 2 Type 2""",https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,,
lexis-plus-ai.security.soc2_type,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.soc2_type,Type 2,stated,"""SOC 2 Type 2""",https://trust.lexisnexis.com,https://web.archive.org/web/20260831133835/https://trust.lexisnexis.com/,2026-09-06,,,
lexis-plus-ai.security.sso_saml,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.sso_saml,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://trust.lexisnexis.com"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://www.lexisnexis.com/global/privacy/subprocessors.page"", ""https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information""]",
lexis-plus-ai.security.zero_retention,lexis-plus-ai,Lexis+ AI (with Protégé),LexisNexis Legal & Professional (RELX),security.zero_retention,,not-found,,https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,https://web.archive.org/web/20260219210934/https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page,2026-09-06,,"[""https://www.lexisnexis.com/en-us/products/lexis-plus-ai.page"", ""https://www.lexisnexis.com/en-us/products/protege.page"", ""https://trust.lexisnexis.com"", ""https://www.lexisnexis.com/en-us/terms/privacy-policy.page"", ""https://www.lexisnexis.com/global/privacy/subprocessors.page"", ""https://www.lexisnexis.com/community/insights/legal/b/thought-leadership/posts/legal-ai-confidential-information""]",
lexlegis-ai.accuracy.claim,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,accuracy.claim,research without hallucination; every answer cites real source,stated,"""researches without hallucination""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,Human review may want to assess the zero-hallucination posture before publication.
lexlegis-ai.accuracy.method_published,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,accuracy.method_published,yes,stated,"""evaluated pre-release on legal benchmark sets""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,"FAQ describes benchmark sets, hallucination and grounding metrics, but not a full benchmark report."
lexlegis-ai.contract.dpa_available,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.dpa_available,signed DPA for fine-tuning on customer data; public DPA not found,stated,"""only under a signed DPA""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,A public standalone DPA page was not found in checked pages.
lexlegis-ai.contract.model_providers,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.model_providers,fine-tuned open-source foundation models and proprietary retrieval/ranking layers; provider names not published,stated,"""fine-tuned open-source foundation models""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.contract.privacy_last_updated,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.privacy_last_updated,,not-found,,https://www.lexlegis.ai/privacy-policy,https://web.archive.org/web/20260418080825/https://lexlegis.ai/privacy-policy,2026-09-06,,"[""https://www.lexlegis.ai/privacy-policy"", ""https://www.lexlegis.ai/"", ""https://www.lexlegis.ai/legal/faq""]",
lexlegis-ai.contract.provider_data_use,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.provider_data_use,client data never used for training,stated,"""client data is never used for training""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.contract.subprocessors_published,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.subprocessors_published,no,not-found,,https://www.lexlegis.ai/terms-of-service,,2026-09-06,,"[""https://www.lexlegis.ai/terms-of-service"", ""https://www.lexlegis.ai/legal/faq"", ""https://www.lexlegis.ai/legal/trust""]",
lexlegis-ai.contract.terms_last_updated,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,contract.terms_last_updated,,not-found,,https://www.lexlegis.ai/terms-of-service,,2026-09-06,,"[""https://www.lexlegis.ai/terms-of-service"", ""https://www.lexlegis.ai/"", ""https://www.lexlegis.ai/legal/faq""]",
lexlegis-ai.pricing.free_trial,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.free_trial,yes,stated,"""7 day free trial with no credit card required""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,
lexlegis-ai.pricing.list_price,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.list_price,"Legal AID: Starter ₹9,000, Pro ₹12,000, Enterprise ₹20,000, Enterprise Plus ₹30,000/user/month; MIRA base MRP ₹2,07,000/user/year (USD 2,400)",stated,"""Enterprise Plus at ₹30,000 per user per month""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,
lexlegis-ai.pricing.minimum_term,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.minimum_term,annual billing saves 20 percent; MIRA priced per user per year,stated,"""Annual billing gives 20 percent off.""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.pricing.model,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.model,tiered,stated,"""There are four plans""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.pricing.published,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.published,yes,stated,"""Starter at ₹9,000""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,
lexlegis-ai.pricing.seat_minimum,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,pricing.seat_minimum,strategic deals above 200 users custom negotiated; no minimum publicly stated,stated,"""Strategic deals above 200 users are custom negotiated""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.product.on_premise_option,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,product.on_premise_option,yes,stated,"""full on-premises in your data centre""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,
lexlegis-ai.security.audit_logs,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.audit_logs,yes,stated,"""Audit logs are maintained for user access""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.data_residency,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.data_residency,"[""India"", ""EU"", ""US"", ""APAC"", ""UK"", ""customer cloud"", ""air-gapped"", ""on-premises""]",stated,"""Regional deployment, EU, US, APAC, UK""",https://www.lexlegis.ai/platform/deployment,https://web.archive.org/web/20260517173236/https://lexlegis.ai/platform/deployment,2026-09-06,,,
lexlegis-ai.security.encryption_at_rest,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.encryption_at_rest,yes,stated,"""TLS 1.3 in transit, AES 256 at rest""",https://www.lexlegis.ai/legal/trust,https://web.archive.org/web/20260517185215/https://lexlegis.ai/legal/trust,2026-09-06,,,
lexlegis-ai.security.iso27001,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.iso27001,yes,stated,"""ISO 27001:2022 certified across operations""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.iso42001,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.iso42001,alignment work in progress,stated,"""ISO 42001 and ISO 27701 alignment work is in progress""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.no_training_on_customer_data,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.no_training_on_customer_data,yes,stated,"""Customer content never trains our shared models.""",https://www.lexlegis.ai/,https://web.archive.org/web/20260517183601/https://lexlegis.ai/,2026-09-06,,,
lexlegis-ai.security.private_deployment,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.private_deployment,yes,stated,"""On-premises and VPC-isolated deployments are available""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.retention_period,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.retention_period,contract duration plus typically 30 to 90 days post-termination; logs minimum 12 months,stated,"""typically 30 to 90 days""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.soc2,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.soc2,SOC 2 Type II audit window active; report expected Q3 2026,stated,"""SOC 2 Type II audit window is active""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.soc2_type,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.soc2_type,Type II audit window active,stated,"""SOC 2 Type II audit window is active""",https://www.lexlegis.ai/legal/faq,https://web.archive.org/web/20260517184513/https://lexlegis.ai/legal/faq,2026-09-06,,,
lexlegis-ai.security.sso_saml,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.sso_saml,yes,stated,"""SAML 2.0, OIDC, SCIM 2.0 provisioning""",https://www.lexlegis.ai/legal/trust,https://web.archive.org/web/20260517185215/https://lexlegis.ai/legal/trust,2026-09-06,,,
lexlegis-ai.security.zero_retention,lexlegis-ai,Lexlegis.ai (MIRA / On-Desk),Lexlegis.ai,security.zero_retention,retention windows configurable to zero on Enterprise and Modes D/E,stated,"""Retention windows are configurable to zero on Enterprise and on Modes D, E.""",https://www.lexlegis.ai/legal/trust,https://web.archive.org/web/20260517185215/https://lexlegis.ai/legal/trust,2026-09-06,,,
lighthouse-iq.accuracy.claim,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),accuracy.claim,Spectra page reports $500K case-study savings; no accuracy metric found,stated,"""Fortune 500 Company Saves $500K""",https://www.lighthouseglobal.com/spectra,http://web.archive.org/web/20260517181103/https://www.lighthouseglobal.com/spectra,2026-09-06,,,
lighthouse-iq.accuracy.method_published,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),accuracy.method_published,no,not-found,,https://www.lighthouseglobal.com/spectra,http://web.archive.org/web/20260517181103/https://www.lighthouseglobal.com/spectra,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.contract.dpa_available,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.dpa_available,processor compliance statement and subprocessor disclosure published; DPAs referenced for clients,stated,"""notified existing clients with DPAs""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,2025-01-14,,
lighthouse-iq.contract.governing_law,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.governing_law,Washington,stated,"""governed in all respect by the laws of the State of Washington""",https://www.lighthouseglobal.com/terms-of-use,http://web.archive.org/web/20260518192632/https://www.lighthouseglobal.com/terms-of-use,2026-09-06,2014-01-22,,
lighthouse-iq.contract.model_providers,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.model_providers,"[""Microsoft Azure"", ""OpenAI""]",stated,"""client data is not available to Microsoft or OpenAI""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.contract.privacy_last_updated,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.privacy_last_updated,2025-01-14,stated,"""January 14, 2025""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,2025-01-14,,Privacy policy summary of changes lists this update date.
lighthouse-iq.contract.provider_data_use,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.provider_data_use,subprocessors may process data only to perform retained work; prohibited from other purposes,stated,"""prohibited from using your data for any other purpose""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,2025-01-14,,
lighthouse-iq.contract.subprocessors_published,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.subprocessors_published,yes,stated,"""Lighthouse Services Sub-processors""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,2025-01-14,,
lighthouse-iq.contract.terms_last_updated,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),contract.terms_last_updated,2014-01-22,stated,"""Last Revision Date: January 22, 2014""",https://www.lighthouseglobal.com/terms-of-use,http://web.archive.org/web/20260518192632/https://www.lighthouseglobal.com/terms-of-use,2026-09-06,2014-01-22,,
